Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp138747_c0_seq1,sp,O43390,HNRPR_HUMAN,56.93,411,169,4,6319,5108,2,411,4.00E-145,471,O43390,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,138747
comp138747_c0_seq2,sp,O43390,HNRPR_HUMAN,56.93,411,169,4,5949,4738,2,411,3.00E-145,471,O43390,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,138747
comp138748_c1_seq1,sp,P22071,3BHS1_RAT,33.43,362,225,9,1148,96,5,361,1.00E-43,162,P22071,GO:0006694,GO:0006694,steroid biosynthetic process,other metabolic processes,P,138748
comp138750_c0_seq3,sp,O94469,DUR31_SCHPO,32.09,215,136,3,1716,1093,177,388,2.00E-20,100,O94469,GO:0055085,GO:0055085,transmembrane transport,transport,P,138750
comp138750_c0_seq2,sp,Q7XBS0,DUR3_ORYSJ,35.37,147,91,3,2204,1770,49,193,2.00E-20,100,Q7XBS0,GO:0055085,GO:0055085,transmembrane transport,transport,P,138750
comp138756_c0_seq1,sp,P38656,LA_RAT,38.29,316,185,6,2227,1292,10,319,3.00E-58,209,P38656,GO:0008033,GO:0008033,tRNA processing,RNA metabolism,P,138756
comp138757_c2_seq2,sp,Q29RP1,UBP1_BOVIN,31.61,367,208,8,492,1478,421,782,3.00E-35,144,Q29RP1,GO:0009411,GO:0009411,response to UV,other biological processes,P,138757
comp138757_c2_seq1,sp,Q569C3,UBP1_RAT,32.7,370,199,11,723,1709,423,783,7.00E-35,144,Q569C3,GO:0006282,GO:0006282,regulation of DNA repair,stress response,P,138757
comp138758_c0_seq2,sp,Q8TF05,PP4R1_HUMAN,52.68,336,157,1,1254,247,616,949,2.00E-107,366,Q8TF05,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,138758
comp138758_c0_seq4,sp,Q8TF05,PP4R1_HUMAN,52.68,336,157,1,1254,247,616,949,5.00E-107,365,Q8TF05,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,138758
comp138759_c3_seq2,sp,P11182,ODB2_HUMAN,63.22,329,107,4,49,1023,164,482,6.00E-121,380,P11182,GO:0034641,GO:0034641,cellular nitrogen compound metabolic process,other metabolic processes,P,138759
comp138759_c3_seq1,sp,P53395,ODB2_MOUSE,65.15,330,99,5,49,1023,164,482,2.00E-125,394,P53395,GO:0008150,GO:0008150,biological_process,other biological processes,P,138759
comp138759_c3_seq3,sp,P53395,ODB2_MOUSE,65.45,330,98,5,49,1023,164,482,3.00E-130,397,P53395,GO:0046949,GO:0046949,acyl-CoA biosynthetic process,other metabolic processes,P,138759
comp138760_c0_seq3,sp,A1A5X2,FBXL7_DANRE,30.09,113,70,3,99,419,108,217,1.00E-05,50.1,A1A5X2,GO:0008150,GO:0008150,biological_process,other biological processes,P,138760
comp138762_c0_seq1,sp,P12694,ODBA_HUMAN,68.25,400,127,0,165,1364,46,445,0,588,P12694,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,138762
comp138765_c0_seq3,sp,Q6DRI7,DDX51_DANRE,50,494,194,3,920,2362,151,604,2.00E-150,465,Q6DRI7,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,138765
comp138770_c1_seq2,sp,O97827,LPHN3_BOVIN,34.14,372,219,10,1547,495,859,1225,3.00E-50,191,O97827,GO:0007165,GO:0007165,signal transduction,signal transduction,P,138770
comp138770_c1_seq1,sp,P34998,CRFR1_HUMAN,25.98,254,164,10,1234,518,174,418,8.00E-18,89.7,P34998,GO:0006955,GO:0006955,immune response,other biological processes,P,138770
comp138771_c0_seq1,sp,O97125,HSP68_DROME,51.67,120,52,1,54,395,516,635,6.00E-29,121,O97125,GO:0031427,GO:0031427,response to methotrexate,other biological processes,P,138771
comp138772_c0_seq3,sp,Q0VCL3,ATG3_BOVIN,75.16,153,33,2,1441,995,163,314,2.00E-72,238,Q0VCL3,GO:0006914,GO:0006914,autophagy,other metabolic processes,P,138772
comp138772_c1_seq2,sp,Q2H427,ATG3_CHAGB,42.5,120,61,4,45,386,1,118,3.00E-24,100,Q2H427,GO:0006810,GO:0006810,transport,transport,P,138772
comp138773_c0_seq1,sp,Q9LPS9,PIRL1_ARATH,39.87,316,160,7,1505,585,11,305,5.00E-58,201,Q9LPS9,GO:0008150,GO:0008150,biological_process,other biological processes,P,138773
comp138774_c0_seq1,sp,Q62210,BIRC2_MOUSE,56.45,62,27,0,649,834,551,612,1.00E-14,80.1,Q62210,GO:0001890,GO:0001890,placenta development,developmental processes,P,138774
comp138774_c0_seq4,sp,Q62210,BIRC2_MOUSE,56.45,62,27,0,90,275,551,612,3.00E-15,80.1,Q62210,GO:0043066,GO:0043066,negative regulation of apoptosis,death,P,138774
comp138776_c3_seq1,sp,A2AG06,CQ104_MOUSE,49.19,124,60,3,1751,2119,707,828,2.00E-23,110,A2AG06,GO:0008150,GO:0008150,biological_process,other biological processes,P,138776
comp138776_c3_seq3,sp,A2AG06,CQ104_MOUSE,49.19,124,60,3,1821,2189,707,828,2.00E-23,110,A2AG06,GO:0008150,GO:0008150,biological_process,other biological processes,P,138776
comp138778_c1_seq1,sp,A8CVX7,TTLL6_DANRE,64.64,444,157,0,2518,1187,54,497,0,617,A8CVX7,GO:0018095,GO:0018095,protein polyglutamylation,protein metabolism,P,138778
comp138778_c1_seq11,sp,A8CVX7,TTLL6_DANRE,64.64,444,157,0,2796,1465,54,497,0,617,A8CVX7,GO:0006464,GO:0006464,protein modification process,protein metabolism,P,138778
comp138778_c1_seq13,sp,A8CVX7,TTLL6_DANRE,64.64,444,157,0,3574,2243,54,497,0,617,A8CVX7,GO:0006464,GO:0006464,protein modification process,protein metabolism,P,138778
comp138778_c1_seq7,sp,A8CVX7,TTLL6_DANRE,64.64,444,157,0,2159,828,54,497,0,617,A8CVX7,GO:0035083,GO:0035083,cilium axoneme assembly,cell organization and biogenesis,P,138778
comp138778_c1_seq5,sp,Q1ECV4,TTLL3_DANRE,27.97,236,135,7,1413,760,336,554,6.00E-17,89,Q1ECV4,GO:0018094,GO:0018094,protein polyglycylation,protein metabolism,P,138778
comp138778_c1_seq10,sp,Q6EEF3,TTLL5_CHLAE,38.72,328,187,7,2373,1414,76,397,1.00E-66,248,Q6EEF3,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138778
comp138778_c1_seq12,sp,Q6EEF3,TTLL5_CHLAE,38.72,328,187,7,2516,1557,76,397,1.00E-66,248,Q6EEF3,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138778
comp138778_c1_seq6,sp,Q6EEF3,TTLL5_CHLAE,38.72,328,187,7,3931,2972,76,397,2.00E-65,248,Q6EEF3,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138778
comp138780_c0_seq1,sp,Q8CA95,PDE10_MOUSE,40.31,779,435,11,137,2437,5,765,0,595,Q8CA95,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,138780
comp138781_c0_seq1,sp,P21359,NF1_HUMAN,70.76,643,162,3,3628,1721,1837,2460,0,939,P21359,GO:0030336,GO:0030336,negative regulation of cell migration,other biological processes,P,138781
comp138781_c0_seq9,sp,P35608,NF1_CHICK,58.66,283,91,3,3187,2360,4,267,9.00E-103,333,P35608,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P,138781
comp138781_c1_seq4,sp,P97526,NF1_RAT,62.18,973,298,7,2912,3,841,1746,0,1239,P97526,GO:0048844,GO:0048844,artery morphogenesis,developmental processes,P,138781
comp138781_c0_seq11,sp,Q04690,NF1_MOUSE,70.91,715,182,3,4279,2156,1767,2462,0,1055,Q04690,GO:0045124,GO:0045124,regulation of bone resorption,other biological processes,P,138781
comp138781_c0_seq5,sp,Q04690,NF1_MOUSE,70.91,715,182,3,3844,1721,1767,2462,0,1055,Q04690,GO:0007154,GO:0007154,cell communication,other biological processes,P,138781
comp138785_c0_seq1,sp,Q921C5,BICD2_MOUSE,39.1,555,303,10,113,1714,20,560,7.00E-85,288,Q921C5,GO:0007018,GO:0007018,microtubule-based movement,other biological processes,P,138785
comp138785_c0_seq5,sp,Q96G01,BICD1_HUMAN,58.17,263,93,5,1290,517,572,822,6.00E-67,234,Q96G01,GO:0048260,GO:0048260,positive regulation of receptor-mediated endocytosis,transport,P,138785
comp138786_c0_seq1,sp,Q4PJX1,ODR4_MOUSE,34.72,265,158,10,1256,483,108,364,2.00E-38,149,Q4PJX1,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,138786
comp138788_c0_seq2,sp,O14095,YERC_SCHPO,42.11,152,87,1,95,547,112,263,7.00E-36,137,O14095,GO:0006457,GO:0006457,protein folding,protein metabolism,P,138788
comp138789_c0_seq1,sp,P24392,PEX2_RAT,39.25,293,172,3,3,881,8,294,1.00E-68,226,P24392,GO:0007031,GO:0007031,peroxisome organization,cell organization and biogenesis,P,138789
comp138792_c0_seq2,sp,B5QUS9,ALLA_SALEP,38.89,72,44,0,789,574,66,137,9.00E-09,58.2,B5QUS9,GO:0000256,GO:0000256,allantoin catabolic process,other metabolic processes,P,138792
comp138795_c1_seq1,sp,O61366,GPRS_DROME,30.52,213,128,3,315,896,12,223,2.00E-18,93.6,O61366,GO:0008150,GO:0008150,biological_process,other biological processes,P,138795
comp138797_c1_seq5,sp,P35363,5HT2A_MOUSE,42.23,251,138,3,772,1503,73,323,7.00E-52,193,P35363,GO:0008284,GO:0008284,positive regulation of cell proliferation,cell cycle and proliferation,P,138797
comp138797_c1_seq7,sp,P35363,5HT2A_MOUSE,42.23,251,138,3,772,1503,73,323,7.00E-52,193,P35363,GO:0001659,GO:0001659,temperature homeostasis,other biological processes,P,138797
comp138797_c1_seq2,sp,P35382,5HT2A_CAVPO,37.78,180,106,4,54,575,2,181,2.00E-28,118,P35382,GO:0006661,GO:0006661,phosphatidylinositol biosynthetic process,other metabolic processes,P,138797
comp138798_c0_seq3,sp,P13994,CC130_HUMAN,52.19,228,105,1,3,686,65,288,5.00E-68,228,P13994,GO:0009615,GO:0009615,response to virus,other biological processes,P,138798
comp138798_c1_seq1,sp,Q54TR4,CC130_DICDI,72.46,69,19,0,209,3,1,69,5.00E-37,132,Q54TR4,GO:0008150,GO:0008150,biological_process,other biological processes,P,138798
comp138799_c0_seq1,sp,Q24799,MYPH_ECHGR,41.41,198,100,4,95,667,2,190,7.00E-35,133,Q24799,GO:0007517,GO:0007517,muscle organ development,developmental processes,P,138799
comp138800_c0_seq2,sp,Q0IHI3,CB062_XENLA,51.05,333,157,3,225,1208,42,373,1.00E-114,353,Q0IHI3,GO:0007165,GO:0007165,signal transduction,signal transduction,P,138800
comp138800_c0_seq4,sp,Q0IHI3,CB062_XENLA,51.05,333,157,3,225,1208,42,373,2.00E-114,353,Q0IHI3,GO:0007165,GO:0007165,signal transduction,signal transduction,P,138800
comp138807_c3_seq4,sp,Q9P2K3,RCOR3_HUMAN,53.28,381,147,4,32,1159,1,355,1.00E-130,402,Q9P2K3,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138807
comp138807_c3_seq6,sp,Q9P2K3,RCOR3_HUMAN,53.28,381,147,4,32,1159,1,355,3.00E-132,402,Q9P2K3,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138807
comp138810_c0_seq3,sp,Q1IY56,KYNB_DEIGD,23.87,222,128,7,157,804,15,201,1.00E-06,52.8,Q1IY56,GO:0019441,GO:0019441,tryptophan catabolic process to kynurenine,other metabolic processes,P,138810
comp138811_c0_seq4,sp,Q6NXA9,UBXN1_DANRE,45.45,165,88,2,1466,972,131,293,1.00E-31,129,Q6NXA9,GO:0032435,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,protein metabolism,P,138811
comp138811_c0_seq2,sp,Q922Y1,UBXN1_MOUSE,41.42,169,92,2,1282,788,128,293,2.00E-24,108,Q922Y1,GO:0031397,GO:0031397,negative regulation of protein ubiquitination,protein metabolism,P,138811
comp138813_c0_seq1,sp,Q9Y5B9,SP16H_HUMAN,63.51,929,331,3,63,2843,3,925,0,1238,Q9Y5B9,GO:0006337,GO:0006337,nucleosome disassembly,cell organization and biogenesis,P,138813
comp138817_c0_seq1,sp,Q9NX01,TXN4B_HUMAN,62.33,146,55,0,40,477,4,149,5.00E-63,204,Q9NX01,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138817
comp138818_c0_seq1,sp,Q9Y5N5,HEMK2_HUMAN,55.98,209,90,1,2,628,7,213,9.00E-68,220,Q9Y5N5,GO:0030307,GO:0030307,positive regulation of cell growth,other biological processes,P,138818
comp138819_c0_seq1,sp,Q9HCD5,NCOA5_HUMAN,40.88,181,100,2,1739,1212,197,375,1.00E-31,135,Q9HCD5,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138819
comp138819_c0_seq2,sp,Q9HCD5,NCOA5_HUMAN,40.88,181,100,2,1740,1213,197,375,2.00E-31,134,Q9HCD5,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138819
comp138821_c0_seq1,sp,Q6DED0,TR1L1_XENLA,43.05,223,124,2,902,237,151,371,1.00E-50,178,Q6DED0,GO:0015031,GO:0015031,protein transport,transport,P,138821
comp138825_c1_seq1,sp,O43747,AP1G1_HUMAN,59.35,834,320,5,142,2622,1,822,0,1011,O43747,GO:0006892,GO:0006892,post-Golgi vesicle-mediated transport,transport,P,138825
comp138825_c1_seq2,sp,O43747,AP1G1_HUMAN,59.35,834,320,5,142,2622,1,822,0,1011,O43747,GO:0015031,GO:0015031,protein transport,transport,P,138825
comp138830_c2_seq2,sp,Q9NW75,GPTC2_HUMAN,32.64,242,111,6,393,986,278,511,6.00E-18,90.5,Q9NW75,GO:0010923,GO:0010923,negative regulation of phosphatase activity,other metabolic processes,P,138830
comp138832_c1_seq1,sp,P24463,CP3AC_CANFA,24.8,371,246,6,289,1311,129,496,2.00E-27,119,P24463,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,138832
comp138833_c2_seq1,sp,P82915,RT16_BOVIN,42.28,123,66,2,101,454,13,135,1.00E-29,118,P82915,GO:0006412,GO:0006412,translation,protein metabolism,P,138833
comp138839_c0_seq2,sp,A3LXL0,PABP_PICST,29.03,186,97,5,462,929,235,415,8.00E-12,73.2,A3LXL0,GO:0006810,GO:0006810,transport,transport,P,138839
comp138839_c0_seq5,sp,A3LXL0,PABP_PICST,29.03,186,97,5,462,929,235,415,3.00E-12,73.2,A3LXL0,GO:0051028,GO:0051028,mRNA transport,transport,P,138839
comp138839_c0_seq3,sp,P23246,SFPQ_HUMAN,55.26,266,119,0,435,1232,290,555,5.00E-93,309,P23246,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,138839
comp138839_c0_seq6,sp,P23246,SFPQ_HUMAN,55.26,266,119,0,435,1232,290,555,8.00E-93,309,P23246,GO:0006310,GO:0006310,DNA recombination,DNA metabolism,P,138839
comp138839_c0_seq1,sp,Q0U1G2,PABP_PHANO,25.93,162,105,3,435,878,41,201,5.00E-09,63.2,Q0U1G2,GO:0051028,GO:0051028,mRNA transport,transport,P,138839
comp138847_c0_seq1,sp,Q3MHX3,RBM4_BOVIN,26.56,128,70,2,50,433,73,176,7.00E-08,58.5,Q3MHX3,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138847
comp138847_c0_seq5,sp,Q8BL97,SRSF7_MOUSE,61.9,126,35,1,53,430,36,148,6.00E-39,148,Q8BL97,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138847
comp138848_c0_seq6,sp,O02626,MADD_CAEEL,48,200,81,3,774,178,374,551,3.00E-43,163,O02626,GO:0006915,GO:0006915,apoptosis,death,P,138848
comp138848_c0_seq1,sp,Q8WXG6,MADD_HUMAN,56.57,274,112,3,2305,1499,400,671,2.00E-65,242,Q8WXG6,GO:0001934,GO:0001934,positive regulation of protein amino acid phosphorylation,protein metabolism,P,138848
comp138848_c0_seq5,sp,Q8WXG6,MADD_HUMAN,56.57,274,112,3,2167,1361,400,671,9.00E-66,243,Q8WXG6,GO:0001934,GO:0001934,positive regulation of protein amino acid phosphorylation,protein metabolism,P,138848
comp138850_c0_seq1,sp,P73133,ARGD_SYNY3,26.74,430,253,12,248,1504,41,419,4.00E-29,123,P73133,GO:0006525,GO:0006525,arginine metabolic process,other metabolic processes,P,138850
comp138850_c0_seq2,sp,P80147,GABT_PIG,51.65,484,231,1,83,1534,20,500,0,541,P80147,GO:0009450,GO:0009450,gamma-aminobutyric acid catabolic process,other metabolic processes,P,138850
comp138854_c1_seq1,sp,O74874,CCR4_SCHPO,27.78,360,217,9,1356,346,335,674,7.00E-31,134,O74874,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138854
comp138855_c0_seq2,sp,Q2KJI2,STT3A_BOVIN,83.07,697,118,0,159,2249,6,702,0,1139,Q2KJI2,GO:0018279,GO:0018279,protein amino acid N-linked glycosylation via asparagine,protein metabolism,P,138855
comp138855_c0_seq1,sp,Q3TDQ1,STT3B_MOUSE,58.24,625,232,5,186,1985,66,686,0,678,Q3TDQ1,GO:0018279,GO:0018279,protein amino acid N-linked glycosylation via asparagine,protein metabolism,P,138855
comp138857_c2_seq1,sp,Q99315,YG31B_YEAST,25.51,392,272,9,1229,60,635,1008,6.00E-20,96.3,Q99315,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,138857
comp138861_c1_seq1,sp,O69669,EGTD_MYCTU,27.88,226,154,6,100,768,19,238,4.00E-21,97.1,O69669,GO:0006479,GO:0006479,protein amino acid methylation,protein metabolism,P,138861
comp138863_c2_seq1,sp,Q8NI08,NCOA7_HUMAN,47.91,311,136,5,1913,2812,646,941,2.00E-74,270,Q8NI08,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138863
comp138863_c2_seq10,sp,Q8NI08,NCOA7_HUMAN,47.91,311,136,5,1328,2227,646,941,2.00E-75,270,Q8NI08,GO:0016998,GO:0016998,cell wall macromolecule catabolic process,other metabolic processes,P,138863
comp138863_c2_seq5,sp,Q8NI08,NCOA7_HUMAN,47.91,311,136,5,1328,2227,646,941,3.00E-74,270,Q8NI08,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138863
comp138863_c2_seq7,sp,Q8NI08,NCOA7_HUMAN,47.91,311,136,5,1899,2798,646,941,1.00E-73,270,Q8NI08,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138863
comp138865_c2_seq1,sp,O14771,ZN213_HUMAN,54.55,55,25,0,53,217,399,453,1.00E-14,71.6,O14771,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138865
comp138865_c3_seq6,sp,Q66K89,E4F1_HUMAN,47.46,59,29,1,424,254,545,603,1.00E-10,67.8,Q66K89,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138865
comp138865_c3_seq2,sp,Q6P9G9,ZN449_HUMAN,45.07,71,39,0,382,170,444,514,2.00E-11,69.7,Q6P9G9,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138865
comp138865_c3_seq4,sp,Q9HBE1,PATZ1_HUMAN,44.68,47,26,0,142,2,356,402,5.00E-08,58.9,Q9HBE1,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138865
comp138865_c1_seq1,sp,Q9UDV7,ZN282_HUMAN,50,54,27,0,317,156,543,596,1.00E-11,65.1,Q9UDV7,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138865
comp138867_c1_seq1,sp,O94985,CSTN1_HUMAN,40.69,521,267,9,1,1497,160,660,1.00E-118,394,O94985,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,138867
comp138872_c0_seq1,sp,Q9H7Z6,KAT8_HUMAN,76.64,411,92,3,2086,860,50,458,0,664,Q9H7Z6,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,138872
comp138872_c0_seq2,sp,Q9H7Z6,KAT8_HUMAN,83.57,286,46,1,1714,860,173,458,3.00E-175,511,Q9H7Z6,GO:0045893,GO:0045893,"""positive regulation of transcription, DNA-dependent""",RNA metabolism,P,138872
comp138873_c1_seq1,sp,Q54NE6,PGAM_DICDI,68.83,247,77,0,74,814,3,249,3.00E-124,364,Q54NE6,GO:0006094,GO:0006094,gluconeogenesis,other metabolic processes,P,138873
comp138882_c1_seq1,sp,Q5SSW2,PSME4_MOUSE,46.26,642,304,8,2123,234,1231,1843,0,576,Q5SSW2,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,138882
comp138882_c1_seq3,sp,Q5SSW2,PSME4_MOUSE,46.26,642,304,8,2139,250,1231,1843,0,576,Q5SSW2,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,138882
comp138884_c0_seq1,sp,Q9C0F0,ASXL3_HUMAN,48.53,68,30,2,1210,1019,2180,2246,2.00E-10,67.4,Q9C0F0,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138884
comp138884_c0_seq4,sp,Q9C0F0,ASXL3_HUMAN,48.53,68,30,2,1210,1019,2180,2246,5.00E-11,69.3,Q9C0F0,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138884
comp138886_c0_seq1,sp,Q4V7D6,NIF3L_RAT,46.72,351,178,5,198,1226,27,376,3.00E-90,285,Q4V7D6,GO:0045893,GO:0045893,"""positive regulation of transcription, DNA-dependent""",RNA metabolism,P,138886
comp138890_c1_seq3,sp,Q96EZ8,MCRS1_HUMAN,64.18,416,131,4,2280,1048,57,459,5.00E-173,515,Q96EZ8,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138890
comp138894_c2_seq1,sp,Q9UKP4,ATS7_HUMAN,34.3,207,128,3,704,96,1466,1668,4.00E-30,125,Q9UKP4,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,138894
comp138898_c0_seq1,sp,Q63639,AL1A2_RAT,66.73,493,162,2,96,1568,26,518,0,682,Q63639,GO:0042573,GO:0042573,retinoic acid metabolic process,other metabolic processes,P,138898
comp138902_c0_seq1,sp,Q7ZXX9,BOP1B_XENLA,62.4,625,224,4,1873,2,114,728,0,802,Q7ZXX9,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,138902
comp138908_c1_seq1,sp,Q96MW5,COG8_HUMAN,75.5,200,48,1,607,11,178,377,1.00E-105,323,Q96MW5,GO:0015031,GO:0015031,protein transport,transport,P,138908
comp138913_c4_seq4,sp,Q0VD59,MARH8_BOVIN,25.93,189,112,5,283,843,66,228,9.00E-07,54.3,Q0VD59,GO:0045347,GO:0045347,negative regulation of MHC class II biosynthetic process,other metabolic processes,P,138913
comp138915_c0_seq4,sp,O42282,RDS2_CHICK,28.85,260,175,4,1805,1044,60,315,2.00E-32,132,O42282,GO:0007601,GO:0007601,visual perception,other biological processes,P,138915
comp138921_c0_seq3,sp,P25782,CYSP2_HOMAM,41.97,305,166,6,746,1642,21,320,2.00E-64,224,P25782,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,138921
comp138921_c0_seq2,sp,Q54TR1,CFAD_DICDI,35.57,551,316,17,14,1642,6,525,8.00E-82,282,Q54TR1,GO:0008285,GO:0008285,negative regulation of cell proliferation,cell cycle and proliferation,P,138921
comp138924_c0_seq2,sp,Q92540,SMG7_HUMAN,44.08,490,254,7,1991,543,6,482,7.00E-119,389,Q92540,GO:0010467,GO:0010467,gene expression,other metabolic processes,P,138924
comp138931_c0_seq1,sp,Q95NN1,T23O_TRICA,58.38,370,147,5,98,1201,8,372,4.00E-135,407,Q95NN1,GO:0019441,GO:0019441,tryptophan catabolic process to kynurenine,other metabolic processes,P,138931
comp138933_c0_seq10,sp,A6NFN3,RFOX3_HUMAN,76.7,103,22,2,360,665,98,199,3.00E-41,155,A6NFN3,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,138933
comp138933_c0_seq9,sp,A6QPR6,RFOX2_BOVIN,75.23,109,25,2,644,967,122,229,2.00E-41,159,A6QPR6,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,138933
comp138933_c0_seq11,sp,O43251,RFOX2_HUMAN,75.23,109,25,2,26,349,114,221,1.00E-41,157,O43251,GO:0030520,GO:0030520,estrogen receptor signaling pathway,signal transduction,P,138933
comp138933_c1_seq2,sp,O55144,TLX3_MOUSE,54.05,74,34,0,716,937,160,233,8.00E-17,85.1,O55144,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,138933
comp138933_c0_seq4,sp,P62997,TRA2B_RAT,40.26,77,39,3,108,332,131,202,1.00E-08,59.7,P62997,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138933
comp138933_c0_seq8,sp,Q5NVN8,RFOX1_PONAB,63.19,144,31,4,260,628,75,217,2.00E-42,160,Q5NVN8,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138933
comp138933_c1_seq1,sp,Q61670,HLX_MOUSE,45.12,82,41,1,1,234,271,352,2.00E-13,74.7,Q61670,GO:0048484,GO:0048484,enteric nervous system development,developmental processes,P,138933
comp138933_c0_seq7,sp,Q7ZT82,RFX1L_DANRE,74.49,98,24,1,659,952,137,233,3.00E-39,152,Q7ZT82,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138933
comp138933_c0_seq12,sp,Q95KI0,RFOX1_MACFA,65.65,131,24,3,667,999,77,206,6.00E-42,160,Q95KI0,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138933
comp138933_c0_seq2,sp,Q95KI0,RFOX1_MACFA,65.65,131,24,3,643,975,77,206,5.00E-42,160,Q95KI0,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,138933
comp138933_c0_seq3,sp,Q9JJ43,RFOX1_MOUSE,78.1,105,21,2,378,689,113,216,9.00E-42,159,Q9JJ43,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,138933
comp138933_c0_seq5,sp,Q9JJ43,RFOX1_MOUSE,78.1,105,21,2,341,652,113,216,9.00E-42,159,Q9JJ43,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,138933
comp138935_c0_seq2,sp,Q6YHK3,CD109_HUMAN,37.71,830,448,17,52,2445,621,1413,2.00E-172,543,Q6YHK3,GO:0010951,GO:0010951,negative regulation of endopeptidase activity,other biological processes,P,138935
comp138935_c0_seq4,sp,Q6YHK3,CD109_HUMAN,39.1,757,416,12,262,2466,680,1413,1.00E-171,541,Q6YHK3,GO:0010951,GO:0010951,negative regulation of endopeptidase activity,other biological processes,P,138935
comp138936_c0_seq2,sp,Q5R5C9,SCPDL_PONAB,45.86,423,217,5,121,1368,8,425,2.00E-117,369,Q5R5C9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,138936
comp138937_c0_seq1,sp,Q7XPJ0,KCBP_ORYSJ,53.49,129,55,2,385,2,838,962,1.00E-36,142,Q7XPJ0,GO:0010091,GO:0010091,trichome branching,developmental processes,P,138937
comp138937_c3_seq3,sp,Q91X20,ASH2L_MOUSE,51.95,514,231,7,129,1631,102,612,6.00E-180,533,Q91X20,GO:0051568,GO:0051568,histone H3-K4 methylation,protein metabolism,P,138937
comp138937_c3_seq1,sp,Q9UBL3,ASH2L_HUMAN,57.36,197,83,1,12,602,422,617,1.00E-68,232,Q9UBL3,GO:0008284,GO:0008284,positive regulation of cell proliferation,cell cycle and proliferation,P,138937
