Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column1,Column2,Column3,Column4,ID_Ref,Genebank,Description,Cluster,Tissue-enriched expression,High expression,Mean St0,StDev St0,Mean St1 M,StDev St1 M,Mean St2 M,StDev St2 M,Mean St3 M,StDev St3 M,Mean St1 F,StDev St1 F,Mean St2 F,StDev St2 F,Mean St3 F,StDev St3 F,F ratio,SS (groups),SS (error),df (groups),df( error),Raw p value,Adj p value
CB617555.p.cg.6,comp139393_c0_seq2,78.26,1302,253,3,47,1318,94,1395,0,1086,CB617555.p.cg.6,CGI_10008446,0,CB617555,24374,CB617555,(sp:Q09028) Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3,9,,#N/A,1.7449574,0.08016964,1.8688598,0.12700304,2.1853652,0.1218018,2.273251,0.06279552,1.9925189,0.12970187,2.316898,0.14896354,2.4761944,0.05081065,32.672035,2.1524312,0.27449968,6,25,1.15656595E-10,1.9465006E-07
AM866953.p.cg.6,comp135897_c0_seq2,74.19,527,136,0,303,829,6,532,1E-91,338,AM866953.p.cg.6,CGI_10012624,0,AM866953,25516,AM866953,(sp:A4IF62) DNA-directed RNA polymerase III subunit RPC1 OS=Bos taurus GN=POLR3A PE=2 SV=1,4,,#N/A,1.224086,0.09919499,1.3294663,0.031931877,1.3250308,0.059989937,1.4575415,0.032392032,1.4991075,0.15785843,1.834645,0.14446132,1.7889229,0.18369941,20.373508,1.5866011,0.32448205,6,25,1.6446746E-08,6.2004233E-06
AM864373.p.cg.6,comp140479_c0_seq1,75.21,597,139,5,52,645,1454,864,9E-110,398,AM864373.p.cg.6,CGI_10015252,2E-68,AM864373,26001,AM864373,(sp:Q91917) DNA repair protein RAD51 homolog B OS=Xenopus laevis GN=rad51-B PE=2 SV=1,8,,#N/A,-0.3579678,0.19244203,-0.205664,0.16857225,0.4642368,0.112994686,0.57425976,0.06229517,0.066664495,0.14675482,0.43359172,0.09106495,0.610836,0.09429498,39.853413,4.883766,0.5105968,6,25,1.2964296E-11,2.5760057E-08
CU686554.p.cg.6,comp144629_c0_seq1,82.17,359,64,0,45,403,157,515,3E-98,360,CU686554.p.cg.6,CGI_10025376,0,CU686554,26159,CU686554,(sp:Q7ZUY3) Histone H2A.x OS=Danio rerio GN=h2afx PE=2 SV=3,9,,#N/A,1.7419412,0.0616252,1.9457092,0.036824003,2.2990665,0.098626785,2.4568827,0.041695714,2.0006497,0.19091721,2.3505352,0.15892877,2.5022273,0.069395624,42.482296,2.697994,0.26461944,6,25,6.346701E-12,1.3086897E-08
AM859447.p.cg.6,comp142657_c2_seq1,76.41,390,81,6,64,449,93,475,2E-71,271,AM859447.p.cg.6,CGI_10003169,0,AM859447,27064,AM859447,(sp:Q9UPY8) Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens GN=MAPRE3 PE=1 SV=1,6,,#N/A,1.0835314,0.1260336,1.2962053,0.03689139,1.3842794,0.08143499,1.5856473,0.03664512,1.3332644,0.048287492,1.0885469,0.077270344,1.2434167,0.030071774,21.98816,0.8803243,0.16681787,6,25,7.587287E-09,5.159355E-06
AM859381.p.cg.6,comp144423_c1_seq2,78.99,457,96,0,5,461,824,368,8E-108,392,AM859381.p.cg.6,CGI_10009524,0,AM859381,27206,AM859381,(sp:Q9FJL0) Structural maintenance of chromosomes protein 4 OS=Arabidopsis thaliana GN=SMC4 PE=2 SV=1,9,,#N/A,1.0099593,0.066105515,0.94184655,0.12455162,1.4031272,0.030904535,1.5769333,0.14700785,1.2230635,0.1247211,1.440126,0.10442687,1.6062498,0.059836995,35.379032,1.9949567,0.23495045,6,25,4.84347E-11,8.7666805E-08
CU992682.p.cg.6,comp122176_c0_seq1,81.58,266,46,1,116,381,116,378,3E-67,257,CU992682.p.cg.6,CGI_10000633,1E-143,CU992682,27350,CU992682,(sp:P61959) Small ubiquitin-related modifier 2 OS=Rattus norvegicus GN=Sumo2 PE=1 SV=1,9,,#N/A,1.7969342,0.087901294,1.789115,0.10747752,2.0903106,0.086275116,2.2001665,0.08457894,1.8994858,0.060302764,2.3508565,0.14843787,2.4878976,0.059609268,39.753387,2.1009078,0.22020216,6,25,1.3332335E-11,2.6451353E-08
CU682555.p.cg.6,comp133634_c0_seq1,72.13,696,190,1,650,1345,394,1085,5E-104,379,CU682555.p.cg.6,CGI_10024694,0,CU682555,27596,CU682555,(sp:Q4R7Y8) Uncharacterized protein C14orf45 homolog OS=Macaca fascicularis GN=QtsA-11302 PE=2 SV=2,5,,Labial palps and gills,-0.32492945,0.08312309,-0.31974795,0.058004,-0.38768876,0.07096142,0.058934256,0.05930428,-0.33178985,0.06781826,-0.5249847,0.0714834,-0.4478053,0.06354876,27.45201,0.82593215,0.12536001,6,25,7.5119644E-10,9.795601E-07
CU685382.p.cg.6,comp141044_c0_seq2,83.77,228,37,0,1,228,355,582,1E-63,244,CU685382.p.cg.6,CGI_10010014,1E-57,CU685382,28158,CU685382,(sp:Q9V3J8) Protein will die slowly OS=Drosophila melanogaster GN=wds PE=2 SV=1,9,,#N/A,1.0569249,0.10385913,1.0801803,0.13145278,1.3341889,0.079858884,1.4907206,0.06650165,1.1266862,0.03520238,1.4050277,0.10002986,1.4993491,0.015583378,23.13053,1.078125,0.19421034,6,25,4.5109614E-09,3.717032E-06
AM861826.p.cg.6,comp28306_c0_seq1,72.85,604,160,4,50,651,1250,649,3E-91,336,AM861826.p.cg.6,CGI_10010732,0,AM861826,28163,AM861826,(sp:Q4V7T8) Ropporin-1-like protein OS=Xenopus laevis GN=ropn1l PE=2 SV=1,5,,Labial palps and gills,1.2528055,0.18447849,1.3675904,0.13900681,1.5914139,0.1677183,2.4565034,0.04148808,1.413315,0.13067548,1.3414909,0.05939135,1.5072125,0.03594332,40.297478,4.3659863,0.45143297,6,25,1.1457502E-11,2.2983748E-08
DV736591.p.cg.6,comp141803_c0_seq1,75.1,506,124,2,270,774,1490,986,1E-91,338,DV736591.p.cg.6,CGI_10017263,0,DV736591,28372,DV736591,(sp:Q5R637) T-complex protein 1 subunit delta OS=Pongo abelii GN=CCT4 PE=2 SV=3,9,,#N/A,1.7842715,0.090866126,1.8719469,0.11022553,2.0382404,0.06414452,2.195693,0.060705606,1.9633839,0.11124432,2.2397258,0.10596976,2.2274706,0.074052975,21.017845,1.0336282,0.20491083,6,25,1.2009143E-08,5.9325166E-06
AM864330.p.cg.6,comp91488_c0_seq2,70.22,601,179,0,43,643,1734,1134,3E-73,277,AM864330.p.cg.6,CGI_10027003,0,AM864330,28770,AM864330,(sp:O73817) Proteasome subunit beta type-3 OS=Oncorhynchus mykiss GN=psmb3 PE=2 SV=1,8,,#N/A,1.6259207,0.13647711,1.72048,0.15328,2.0249603,0.07399696,2.3132012,0.11405185,1.9335195,0.1276086,2.1099696,0.12227485,2.1346073,0.09300011,20.332293,1.8346335,0.37596872,6,25,1.678545E-08,6.1434744E-06
AM859337.p.cg.6,comp144411_c0_seq3,73.19,552,148,0,194,745,1497,946,5E-89,329,AM859337.p.cg.6,CGI_10000113,0,AM859337,29061,AM859337,(sp:P0C5J2) B9 domain-containing protein 1 OS=Rattus norvegicus GN=B9d1 PE=2 SV=1,5,,#N/A,0.55271214,0.054349348,0.6063361,0.060251035,0.6270181,0.06988174,0.97864825,0.058713157,0.5908343,0.046221238,0.4802874,0.06982584,0.54264075,0.075623214,28.877167,0.65668315,0.094752364,6,25,4.3813242E-10,6.234624E-07
FP011152.p.cg.6,comp122176_c0_seq1,81.2,266,46,2,94,358,116,378,5E-65,250,FP011152.p.cg.6,CGI_10000633,2E-141,FP011152,29433,FP011152,(sp:P61959) Small ubiquitin-related modifier 2 OS=Rattus norvegicus GN=Sumo2 PE=1 SV=1,9,female gonad,#N/A,-0.093984075,0.10823511,-0.07303221,0.10429933,0.17384106,0.13956043,0.3187322,0.09951743,-0.013526431,0.06554669,0.4056133,0.24456914,0.59991515,0.07754488,19.858372,1.969088,0.41315237,6,25,2.127026E-08,5.8067812E-06
AM857246.p.cg.6,comp141861_c1_seq1,76.84,708,164,0,85,792,1376,669,5E-152,538,AM857246.p.cg.6,CGI_10027756,0,AM857246,29452,AM857246,(sp:P60892) Ribose-phosphate pyrophosphokinase 1 OS=Rattus norvegicus GN=Prps1 PE=1 SV=2,9,,#N/A,0.71172845,0.06599497,0.7957118,0.064051166,1.0790808,0.063657716,1.1685983,0.022942824,0.8504527,0.12931249,1.1905844,0.09078871,1.3958772,0.11482169,44.53467,1.8274467,0.17097603,6,25,3.733347E-12,7.944562E-09
CU998781.p.cg.6,comp141289_c0_seq6,77.48,302,68,0,2,303,22,323,3E-62,239,CU998781.p.cg.6,CGI_10023166,9E-147,CU998781,29931,CU998781,(sp:P62311) U6 snRNA-associated Sm-like protein LSm3 OS=Mus musculus GN=Lsm3 PE=2 SV=2,9,,#N/A,1.357664,0.10065235,1.4416533,0.067117795,1.7408617,0.027039949,1.7622322,0.06096697,1.5717958,0.0756289,1.845565,0.0606543,1.907477,0.073193915,39.900337,1.3602165,0.14204313,6,25,1.2795431E-11,2.5450113E-08
FP010851.p.cg.6,comp141240_c0_seq5,69.7,660,192,6,22,677,2278,1623,5E-71,269,FP010851.p.cg.6,CGI_10007354,0,FP010851,30295,FP010851,(sp:A2APV2) Formin-like protein 2 OS=Mus musculus GN=Fmnl2 PE=2 SV=2,1,,Adductor muscle,0.55753547,0.1285192,0.59344274,0.07899786,0.47050726,0.19077148,0.31727886,0.048918415,0.5336033,0.1529206,0.27877006,0.068370424,-0.113504454,0.06465414,18.953938,1.5803978,0.34742075,6,25,3.385074E-08,2.7757605E-06
AM853323.p.cg.6,comp127584_c0_seq1,77.11,699,156,2,205,901,1242,546,7E-151,535,AM853323.p.cg.6,CGI_10024056,2E-32,AM853323,30482,AM853323,(sp:O15990) Arginine kinase OS=Liolophura japonica PE=2 SV=1,5,male gonad,#N/A,0.8584492,0.25224483,1.0995742,0.2318058,1.1255916,0.17439063,2.0572019,0.027050037,1.1329098,0.15355316,1.0590376,0.15646674,1.1276987,0.0686055,19.484686,4.0138144,0.85832673,6,25,2.571865E-08,5.349479E-06
EW778397.p.cg.6,comp143573_c0_seq1,79.26,863,177,2,7,868,3306,2445,0,742,EW778397.p.cg.6,CGI_10013025,0,EW778397,30774,EW778397,(sp:P35224) Catenin beta OS=Urechis caupo PE=2 SV=1,2,female gonad,#N/A,0.6675786,0.060581874,0.6112275,0.07257636,0.59754586,0.12672004,0.42501882,0.038502168,0.66895676,0.04147768,0.9504317,0.21629526,1.2515223,0.08604692,29.07384,1.827037,0.26183861,6,25,4.0744497E-10,5.867208E-07
EF687775.p.cg.6,comp143196_c0_seq1,73.57,1222,313,7,143,1359,2486,1270,0,726,EF687775.p.cg.6,CGI_10016257,0,EF687775,30791,EF687775,(sp:Q9PWF7) Catalase OS=Rana rugosa GN=cat PE=2 SV=3,2,,#N/A,1.8746824,0.09681036,1.8887061,0.0906149,1.5990458,0.069833666,1.3757408,0.16677567,1.6827728,0.10373927,1.3572869,0.11535957,2.1254585,0.12886412,27.215483,2.0270422,0.3103384,6,25,8.233916E-10,1.0547647E-06
CU996024.p.cg.6,comp134387_c0_seq1,75.1,526,131,0,102,627,64,589,1E-97,358,CU996024.p.cg.6,CGI_10026012,0,CU996024,31188,CU996024,(sp:Q08013) Translocon-associated protein subunit gamma OS=Rattus norvegicus GN=Ssr3 PE=1 SV=2,9,,#N/A,1.6319443,0.061811607,1.6273675,0.061480846,1.7568841,0.04701324,1.9117035,0.017542131,1.7116477,0.050989952,2.090395,0.09798143,1.983618,0.08786746,35.75282,0.9044153,0.105401404,6,25,4.3148263E-11,7.865928E-08
AM858476.p.cg.6,comp132461_c0_seq1,71.66,1069,290,7,58,1117,1609,545,7E-153,542,AM858476.p.cg.6,CGI_10013667,0,AM858476,31306,AM858476,(sp:Q8R323) Replication factor C subunit 3 OS=Mus musculus GN=Rfc3 PE=2 SV=1,8,,#N/A,0.5472708,0.15837452,0.97783196,0.13466956,1.3367312,0.2044287,1.627585,0.07385445,0.9326013,0.23787814,1.2613016,0.09236963,1.4492902,0.23560119,25.776367,4.5382905,0.7336,6,25,1.4607522E-09,1.6564929E-06
AM859992.p.cg.6,comp143973_c1_seq2,71.38,800,211,7,11,798,2736,1943,5E-109,396,AM859992.p.cg.6,CGI_10012329,0,AM859992,31423,AM859992,(sp:Q9DE46) DNA polymerase alpha catalytic subunit OS=Xenopus laevis GN=pola1 PE=2 SV=1,7,,#N/A,0.35883072,0.13707441,0.49863404,0.13655303,0.98754585,0.22452284,1.267707,0.043366656,0.5481379,0.06331061,0.455329,0.23628959,1.2949526,0.12716143,32.368153,4.4463944,0.5723726,6,25,1.2802437E-10,2.132886E-07
AM869433.p.cg.6,comp129247_c0_seq2,74.35,620,158,1,18,636,2187,2806,9E-110,398,AM869433.p.cg.6,CGI_10021531,0,AM869433,31435,AM869433,(sp:P28370) Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2,9,female gonad,#N/A,0.8526642,0.09503236,0.80919665,0.11275106,1.0638471,0.089887224,1.197133,0.08099354,0.999339,0.1065623,1.421442,0.2007673,1.548674,0.04852061,28.853378,2.1281834,0.30732727,6,25,4.420102E-10,6.263285E-07
AM858831.p.cg.6,comp136877_c1_seq2,71.53,850,242,0,151,1000,1,850,4E-123,443,AM858831.p.cg.6,CGI_10024470,0,AM858831,31771,AM858831,(sp:P40937) Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,8,,#N/A,1.336125,0.089984626,1.5377488,0.06113671,1.9749041,0.08829595,2.0632036,0.058175452,1.6547021,0.10636099,1.7625968,0.079407305,2.0209785,0.050908722,62.391533,2.4267566,0.16206503,6,25,7.871481E-14,1.8686896E-10
AM866114.p.cg.6,comp143382_c0_seq4,73.8,626,164,0,44,669,1065,1690,1E-107,390,AM866114.p.cg.6,CGI_10007179,0,AM866114,32265,AM866114,(sp:Q8IWZ6) Bardet-Biedl syndrome 7 protein OS=Homo sapiens GN=BBS7 PE=1 SV=2,5,,Labial palps and gills,0.32061204,0.106673144,0.38893864,0.01845257,0.44425234,0.19182602,0.9868709,0.09849014,0.39957118,0.1158863,0.21391885,0.03642001,0.5572353,0.037608486,24.510183,1.5804924,0.26867956,6,25,2.4742617E-09,2.4618903E-06
DV736572.p.cg.6,comp125539_c0_seq1,76.09,594,142,0,7,600,1044,451,5E-120,432,DV736572.p.cg.6,CGI_10021162,0,DV736572,32959,DV736572,(sp:P56597) Nucleoside diphosphate kinase homolog 5 OS=Homo sapiens GN=NME5 PE=1 SV=1,5,,Labial palps and gills,1.2742255,0.16181313,1.3743215,0.11346168,1.2915013,0.09558391,2.3526812,0.06520446,1.3735797,0.12296509,1.0666269,0.13458407,1.1972277,0.045174364,50.042984,4.4184847,0.3678908,6,25,9.953149E-13,2.234482E-09
CU992983.p.cg.6,comp120086_c0_seq1,78.68,605,124,3,79,682,685,85,2E-140,500,CU992983.p.cg.6,CGI_10006216,0,CU992983,33084,CU992983,(sp:Q9CPY6) Uncharacterized protein C17orf39 homolog OS=Mus musculus PE=2 SV=1,8,,#N/A,0.84876555,0.05232122,0.830245,0.09417036,0.9514629,0.07303778,1.2654891,0.071604416,0.89829594,0.049153205,1.0489396,0.013805182,1.0425961,0.032776248,28.941065,0.6125868,0.08819458,6,25,4.2789705E-10,6.1103697E-07
AM861629.p.cg.6,comp137128_c0_seq1,73.93,652,166,4,142,791,102,751,4E-109,396,AM861629.p.cg.6,CGI_10020779,0,AM861629,33225,AM861629,(sp:Q60809) CCR4-NOT transcription complex subunit 7 OS=Mus musculus GN=Cnot7 PE=1 SV=1,3,female gonad,#N/A,0.15805179,0.14793845,0.102856025,0.1270575,0.1684469,0.1723195,0.31371558,0.05743611,0.32150066,0.10959359,0.8300659,0.15253673,1.199168,0.074713275,43.159657,4.383546,0.4231909,6,25,5.3137494E-12,1.1100423E-08
AM854208.p.cg.6,comp141715_c0_seq3,76.14,352,84,0,97,448,122,473,3E-67,257,AM854208.p.cg.6,CGI_10020498,0,AM854208,33636,AM854208,"""(sp:Q28G94) Dynein light chain 1, axonemal OS=Xenopus tropicalis GN=dnal1 PE=2 SV=1""",5,,Labial palps and gills,1.0368985,0.11569931,1.0821449,0.10923885,1.2586097,0.1345046,1.8583379,0.11465967,1.1296159,0.16994706,0.96644497,0.12502651,1.1193783,0.0763047,25.31356,2.273523,0.3742268,6,25,1.766532E-09,1.899022E-06
AM862765.p.cg.6,comp130790_c0_seq2,78.13,567,124,0,2,568,731,1297,7E-130,464,AM862765.p.cg.6,CGI_10005709,0,AM862765,33955,AM862765,(sp:Q9Z1K5) Protein ariadne-1 homolog OS=Mus musculus GN=Arih1 PE=2 SV=3,5,male gonad,#N/A,0.8665503,0.07078208,0.8631241,0.015024231,0.902346,0.07810429,1.5492086,0.087320104,0.86082566,0.027379615,0.8859509,0.08126127,1.0600495,0.07022701,58.426674,1.5954374,0.113777764,6,25,1.6830981E-13,3.945182E-10
AM866620.p.cg.6,comp130334_c1_seq1,71.9,612,168,2,20,629,558,1167,2E-87,324,AM866620.p.cg.6,CGI_10024530,0,AM866620,34370,AM866620,(sp:Q8CCB4) Vacuolar protein sorting-associated protein 53 homolog OS=Mus musculus GN=Vps53 PE=2 SV=1,5,male gonad,Visceral ganglion,0.15032095,0.043994542,0.21756344,0.06681508,0.36792225,0.072110325,0.8786959,0.08900802,0.24497688,0.07446584,0.3082063,0.06825624,0.41904974,0.1668856,36.401806,1.5766906,0.18047301,6,25,3.539169E-11,6.5510015E-08
BQ426960.p.cg.6,comp143876_c0_seq7,75.43,464,112,2,51,513,1551,2013,7E-86,318,BQ426960.p.cg.6,CGI_10027229,0,BQ426960,34614,BQ426960,(sp:A1A5Q4) UPF0704 protein C6orf165 homolog OS=Rattus norvegicus PE=2 SV=1,5,,Labial palps and gills,1.4508291,0.12307136,1.3966179,0.0096518975,1.4832833,0.16322732,2.2172775,0.04409961,1.5060043,0.057343267,1.3906916,0.09447339,1.4211289,0.08547113,35.641537,2.1438432,0.25062555,6,25,4.4653836E-11,8.126998E-08
AM856760.p.cg.6,comp125113_c0_seq1,78.4,287,62,0,118,404,144,430,7E-62,239,AM856760.p.cg.6,CGI_10010869,0,AM856760,34670,AM856760,(sp:Q642A5) DNA polymerase epsilon subunit 3 OS=Rattus norvegicus GN=Pole3 PE=2 SV=1,9,,#N/A,1.5023683,0.064408295,1.6659365,0.105607264,2.1981153,0.093928404,2.2001123,0.10148187,1.8024638,0.05866824,2.2544658,0.117078155,2.3100502,0.049719766,78.919525,3.3851733,0.17872496,6,25,4.9960036E-15,1.2270185E-11
AM858776.p.cg.6,comp140093_c0_seq3,72.26,566,134,12,45,600,1336,784,2E-74,280,AM858776.p.cg.6,CGI_10023335,0,AM858776,35333,AM858776,"""(sp:P07735) Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic OS=Drosophila virilis GN=Gpdh PE=1 SV=3""",8,male gonad,#N/A,-0.20974302,0.1630452,-0.04793699,0.15654705,0.08417703,0.14656126,0.7756585,0.10451722,0.02770628,0.053698394,0.22779045,0.07779936,0.21221988,0.09011771,28.768145,2.8169188,0.40799162,6,25,4.562114E-10,6.441705E-07
AM868500.p.cg.6,comp28280_c0_seq1,82.29,480,85,0,1,480,1039,560,2E-135,482,AM868500.p.cg.6,CGI_10006939,0,AM868500,35731,AM868500,(sp:P62335) 26S protease regulatory subunit S10B OS=Spermophilus tridecemlineatus GN=PSMC6 PE=2 SV=1,8,,#N/A,1.8335533,0.10299329,1.936899,0.1427417,2.1200583,0.06292009,2.3260527,0.0628344,2.0210674,0.07100742,2.1149597,0.073554374,2.2258193,0.032978438,19.233519,0.89421934,0.19371982,6,25,2.9267795E-08,4.273098E-06
AM867308.p.cg.6,comp123995_c0_seq1,75.55,503,123,0,117,619,1244,742,4E-96,352,AM867308.p.cg.6,CGI_10019854,0,AM867308,35884,AM867308,(sp:Q5ZKN1) Cell division protein kinase 9 OS=Gallus gallus GN=CDK9 PE=2 SV=1,3,,#N/A,0.54047036,0.0670955,0.49189854,0.13692148,0.55704993,0.12980895,0.7199527,0.03830618,0.65956,0.09849419,0.78674316,0.12608677,1.1164725,0.06992933,20.871698,1.173034,0.23417556,6,25,1.2888136E-08,6.0316474E-06
CU993384.p.cg.6,comp138578_c1_seq1,70.83,816,228,5,7,817,116,926,1E-105,385,CU993384.p.cg.6,CGI_10004771,0,CU993384,35924,CU993384,(sp:Q5JVL4) EF-hand domain-containing protein 1 OS=Homo sapiens GN=EFHC1 PE=1 SV=1,5,,Labial palps and gills,-0.36656255,0.11686057,-0.2955832,0.1295645,-0.42998624,0.12299184,0.5518708,0.15349883,-0.33116722,0.22582793,-0.5748675,0.15087284,-0.49035078,0.16901295,25.279596,3.4521875,0.569001,6,25,1.7915494E-09,1.9151662E-06
EE677697.p.cg.6,comp142890_c1_seq1,72.9,620,166,2,1,619,931,1549,1E-96,354,EE677697.p.cg.6,CGI_10016140,0,EE677697,36261,EE677697,"""(sp:Q7QC84) Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Anopheles gambiae GN=AGAP002499 PE=3 SV=2""",4,,#N/A,1.8001301,0.09792555,2.0447764,0.091428004,2.1765652,0.13280901,1.7152218,0.06191145,2.1598551,0.08630463,2.231011,0.06755848,2.2697642,0.083694614,26.598251,1.3639745,0.2136692,6,25,1.0495402E-09,1.2877858E-06
ES789239.p.cg.6,comp138578_c0_seq1,74.07,567,145,2,70,635,1025,460,3E-96,352,ES789239.p.cg.6,CGI_10004771,0,ES789239,36266,ES789239,(sp:Q9D9T8) EF-hand domain-containing protein 1 OS=Mus musculus GN=Efhc1 PE=1 SV=1,5,,Labial palps and gills,0.5078119,0.17445768,0.5289222,0.16471791,0.42281616,0.15506159,1.390055,0.04058128,0.53944075,0.18974891,0.23590799,0.17664735,0.23667541,0.079578154,25.970478,3.6907709,0.59214205,6,25,1.3499697E-09,1.560565E-06
BQ426921.p.cg.6,comp133131_c0_seq2,83.87,341,55,0,93,433,156,496,2E-100,367,BQ426921.p.cg.6,CGI_10000789,3E-93,BQ426921,36318,BQ426921,(sp:P83941) Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1,8,,#N/A,1.8806341,0.04593815,1.9250749,0.048426367,2.0647044,0.044876836,2.4250112,0.036909364,2.0198865,0.0813333,2.0766988,0.057756085,2.0765004,0.0696759,47.111004,0.86329633,0.076353036,6,25,1.9769741E-12,4.339458E-09
CU685202.p.cg.6,comp141641_c0_seq2,77.13,376,86,0,6,381,1164,1539,6E-78,291,CU685202.p.cg.6,CGI_10006312,0,CU685202,36420,CU685202,(sp:Q5T655) Coiled-coil domain-containing protein 147 OS=Homo sapiens GN=CCDC147 PE=2 SV=1,5,,Labial palps and gills,-0.5496334,0.075563565,-0.57369494,0.037249908,-0.6144827,0.017040567,-0.11992153,0.02224482,-0.6342238,0.08562326,-0.6204963,0.051628273,-0.4783064,0.09570528,31.818851,0.7938643,0.10395623,6,25,1.5415835E-10,2.5035317E-07
BQ427163.p.cg.6,comp48421_c0_seq1,81.96,377,68,0,59,435,83,459,1E-102,374,BQ427163.p.cg.6,CGI_10001165,5E-96,BQ427163,36423,BQ427163,(sp:Q5BJ65) Histone H2A.V OS=Xenopus tropicalis GN=h2afv PE=2 SV=3,8,,#N/A,1.8949502,0.090251565,1.9557824,0.053558428,2.3494506,0.034402832,2.456902,0.042049557,1.8767635,0.022011856,2.2851572,0.062112883,2.4462657,0.056018274,82.93662,1.9291687,0.09691983,6,25,2.7755576E-15,6.8361983E-12
AM862862.p.cg.6,comp140707_c3_seq1,76.98,582,132,2,4,584,1758,1178,3E-122,439,AM862862.p.cg.6,CGI_10028575,0,AM862862,37501,AM862862,(sp:Q7YR39) Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Pan troglodytes GN=DHX16 PE=3 SV=1,7,,#N/A,-0.062416483,0.08485125,-0.14665698,0.052591853,0.012142485,0.12049844,0.25129083,0.106891595,-0.050668992,0.08930846,0.043774277,0.07982428,0.38829026,0.06325938,20.045778,0.9216981,0.19158192,6,25,1.9358621E-08,6.2141175E-06
AM856886.p.cg.6,comp137723_c0_seq1,69.07,902,263,10,1,895,142,1034,1E-91,338,AM856886.p.cg.6,CGI_10003076,0,AM856886,37696,AM856886,(sp:Q0VFN8) Uncharacterized protein C9orf117 homolog OS=Xenopus tropicalis PE=2 SV=1,5,,Labial palps and gills,1.1223,0.088736504,1.143401,0.09561665,1.117347,0.1645414,1.8590862,0.069499485,1.0848619,0.1673184,1.0464325,0.0900127,0.8564849,0.07323219,33.244648,2.4146867,0.30264103,6,25,9.571721E-11,1.6472933E-07
AM861996.p.cg.6,comp142670_c2_seq1,70.55,730,215,0,406,1135,1300,571,4E-94,347,AM861996.p.cg.6,CGI_10028339,0,AM861996,37925,AM861996,(sp:B2GUV7) Eukaryotic translation initiation factor 5B OS=Rattus norvegicus GN=Eif5b PE=1 SV=1,3,,#N/A,1.1761585,0.109270856,1.1871282,0.059694927,1.2582829,0.04669071,1.3956902,0.042659454,1.2806041,0.109332114,1.4920142,0.08688298,1.658809,0.037897952,21.091862,0.85592175,0.1690861,6,25,1.1588853E-08,5.9103154E-06
AM864624.p.cg.6,comp142437_c1_seq3,70.98,541,157,0,1,541,497,1037,1E-70,268,AM864624.p.cg.6,CGI_10019578,0,AM864624,38251,AM864624,(sp:Q6GYQ0) Ral GTPase-activating protein alpha subunit 1 OS=Homo sapiens GN=RALGAPA1 PE=1 SV=1,1,,hemocytes,1.1065251,0.07412229,1.0431588,0.069640204,1.0084815,0.083311066,0.79137117,0.102659985,1.0086313,0.033787105,0.8490262,0.14089116,0.6264374,0.05148147,19.290466,0.8165616,0.17637417,6,25,2.8419095E-08,4.4333788E-06
CU994336.p.cg.6,comp142619_c0_seq8,70.51,641,189,0,55,695,3467,2827,3E-81,304,CU994336.p.cg.6,CGI_10006423,0,CU994336,38510,CU994336,(sp:Q9BZ19) Ankyrin repeat domain-containing protein 60 OS=Homo sapiens GN=ANKRD60 PE=2 SV=3,5,,Labial palps and gills,-0.7857823,0.118943594,-0.64497757,0.069242716,-0.74198747,0.18415037,0.06711033,0.14353639,-0.71535355,0.033120368,-0.94823074,0.11067123,-0.79881793,0.08898541,32.869205,2.6880383,0.34074932,6,25,1.08326015E-10,1.8426255E-07
AM858396.p.cg.6,comp140617_c0_seq2,73.39,1244,329,2,16,1258,14,1256,0,744,AM858396.p.cg.6,CGI_10028221,0,AM858396,38699,AM858396,(sp:Q6P2U9) COP9 signalosome complex subunit 3 OS=Danio rerio GN=cops3 PE=2 SV=1,8,,#N/A,1.3024061,0.09185289,1.3840156,0.08507468,1.6458943,0.119074926,1.8213052,0.05958223,1.472603,0.067665555,1.527525,0.070176266,1.5964583,0.057802796,21.887772,0.9061112,0.17249191,6,25,7.950316E-09,5.183606E-06
FP000131.p.cg.6,comp137842_c0_seq1,79.92,523,97,4,227,745,12510,11992,4E-128,459,FP000131.p.cg.6,CGI_10003521,0,FP000131,38731,FP000131,(sp:Q8BTM8) Filamin-A OS=Mus musculus GN=Flna PE=1 SV=4,10,,Adductor muscle,1.5403802,0.17667189,2.1709318,0.1556974,2.462942,0.17627627,1.614652,0.17262065,2.311823,0.1462013,2.2062624,0.341715,1.3676962,0.16579808,21.9268,5.108392,0.97072834,6,25,7.8069995E-09,5.1604266E-06
